證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2465","麗臺","2647000","122189800","48.50","48.80","43.55","44.00","-2.5000","1776"
"2466","冠西電","108000","3688650","34.60","34.60","34.00","34.20","-0.4000","58"
"2467","志聖","1786000","98888900","57.50","57.60","54.30","54.50","-2.3000","1090"
"2468","華經","1752000","26833600","15.00","15.80","14.85","15.60","0.8500","699"
"2471","資通","737000","21547950","29.70","29.95","28.80","28.90","-0.8000","416"
"2472","立隆電","2188000","147698000","69.90","69.90","66.00","66.00","-4.2000","1482"
"2474","可成","5057000","979360000","197.50","198.00","191.50","191.50","-6.0000","3611"
"2476","鉅祥","16444000","626978700","39.05","39.30","37.35","37.50","0.3000","7115"
"2477","美隆電","3311000","131537450","40.25","40.70","38.30","38.55","-1.7000","1453"
"2478","大毅","1230000","92036900","77.00","77.20","74.00","74.00","-3.0000","823"
"2480","敦陽科","495000","35000000","71.50","71.50","70.40","70.50","-1.1000","354"
"2481","強茂","9829000","555235100","58.30","58.50","54.90","55.50","-3.5000","5448"
"2482","連宇","1052000","14664250","14.60","14.80","13.40","13.60","-1.2500","443"
"2483","百容","346000","7802450","22.75","23.00","22.15","22.20","-0.7500","186"
"2484","希華","4554000","135547450","30.65","30.65","29.20","29.20","-1.6000","2225"
"2485","兆赫","16524000","392718300","25.50","25.50","22.95","22.95","-2.5000","6991"
"2486","一詮","5437000","174985500","33.75","33.75","31.55","31.55","-2.1500","2710"
"2488","漢平","659000","21481100","33.40","33.55","32.15","32.25","-1.1000","386"
"2489","瑞軒","32537000","628344350","19.90","19.95","19.00","19.05","-1.0000","9840"
"2491","吉祥全","1156000","26559450","24.20","24.50","22.15","24.00","-0.6000","559"
"2492","華新科","9108000","2119330000","241.00","242.00","228.50","228.50","-14.0000","6478"
"2493","揚博","1381000","54309650","40.00","40.00","38.80","38.95","-1.4000","848"
"2495","普安","23503000","587378050","24.95","25.10","24.10","25.10","2.2500","6438"
"2496","卓越","32000","1884900","59.20","59.20","58.40","58.40","-1.1000","26"
"2497","怡利電","945000","30251050","33.85","33.85","30.70","30.80","-3.2500","579"
"2498","宏達電","29402000","1257094050","42.00","44.15","41.05","42.15","0.5500","13948"
"2501","國建","2041000","43451100","21.45","21.50","21.15","21.15","-0.3000","658"
"2504","國產","11430000","321557800","28.40","28.95","27.35","27.50","-1.0500","3627"
"2505","國揚","2904000","100221000","35.00","35.25","33.90","33.90","-1.1500","1089"
"2506","太設","1490000","16974450","11.65","11.70","11.25","11.25","-0.3500","445"
"2509","全坤建","4956000","105519700","22.10","22.35","20.70","21.10","-1.0000","2475"
"2511","太子","4575000","57412100","12.55","12.75","12.40","12.60","0.0000","1089"
"2514","龍邦","595000","11310000","19.45","19.50","18.80","18.85","-0.6000","242"
"2515","中工","35572000","374065600","10.80","10.85","10.30","10.40","-0.4000","7127"
"2516","新建","1965000","12407750","6.55","6.55","6.15","6.28","-0.3100","580"
"2520","冠德","3479000","151025050","43.55","43.70","43.20","43.35","-0.2500","1667"
"2524","京城","126000","4849600","38.80","39.10","38.15","38.20","-0.9000","93"
"2527","宏璟","1336000","31597850","24.15","24.30","23.20","23.40","-0.7000","507"
"2528","皇普","207000","4918300","23.90","24.00","23.60","23.65","-0.2000","42"
"2530","華建","1316000","18902000","14.50","14.55","14.05","14.30","-0.2000","381"
"2534","宏盛","2161000","48390350","22.60","22.65","22.20","22.40","-0.2500","955"
"2535","達欣工","3500000","125372600","36.60","36.60","35.35","35.60","-1.1500","2061"
"2536","宏普","496000","11618050","23.85","23.85","23.25","23.25","-0.4500","248"
"2537","聯上發","2198000","22607000","10.45","10.45","10.15","10.25","-0.2000","523"
"2538","基泰","1678000","17695200","10.70","10.70","10.45","10.50","-0.2000","465"
"2539","櫻花建","259000","8351100","32.40","32.40","32.20","32.20","-0.2500","106"
"2540","愛山林","88000","7080100","78.00","81.70","78.00","80.00","1.0000","70"
"2542","興富發","5819000","262816000","45.10","46.00","44.65","44.70","-0.5500","2168"
"2543","皇昌","311000","2742200","9.00","9.00","8.71","8.71","-0.3300","151"
"2545","皇翔","1198000","51932400","44.10","44.10","43.10","43.15","-0.9500","721"
"2546","根基","244000","12224600","50.60","50.60","50.00","50.10","-0.4000","139"
"2547","日勝生","5337000","68041700","13.20","13.20","12.50","12.50","-0.6000","1588"
"2548","華固","654000","62032300","94.80","95.20","94.30","94.80","0.0000","486"
"2597","潤弘","338000","48904500","145.00","147.50","143.00","143.50","-2.0000","252"
"2601","益航","28991000","465862050","16.15","16.30","15.70","15.70","0.0000","10209"
"2603","長榮","550053000","46786306700","84.00","86.90","81.60","86.60","7.6000","181894"
"2605","新興","25369000","866574450","33.50","35.00","33.25","33.25","0.7500","11026"
"2606","裕民","93131000","6848280900","70.60","76.30","70.00","70.20","0.0000","44369"
"2607","榮運","76732000","2005230900","26.00","26.85","25.00","25.70","1.2500","27822"
"2608","嘉里大榮","198000","8801000","45.00","45.00","44.30","44.40","-0.6000","142"
"2609","陽明","316805000","27482148900","86.10","87.70","83.80","87.70","7.9000","90513"
"2610","華航","246316000","5012495850","20.50","20.95","19.85","19.90","-1.3000","67129"
"2611","志信","23817000","511523350","21.30","22.40","20.10","20.10","-0.8000","9452"
"2612","中航","19106000","1067082000","53.90","57.80","53.10","53.70","-0.2000","9683"
"2613","中櫃","7873000","216522350","26.05","27.85","26.05","27.85","2.5000","2919"
"2614","東森","4177000","71657800","17.30","17.30","17.00","17.05","-0.2500","1218"
"2615","萬海","85686000","8661853300","98.90","104.00","96.00","101.50","6.8000","39638"
"2616","山隆","449000","16441650","36.95","36.95","36.30","36.65","-0.3000","119"
"2617","台航","55005000","2518765600","43.40","46.35","43.30","46.35","4.2000","18081"
"2618","長榮航","99533000","1827397200","18.80","18.90","17.75","17.95","-0.9500","30849"
"2630","亞航","915000","16531050","18.45","18.45","17.80","17.95","-0.5000","506"
"2633","台灣高鐵","9033000","279481250","31.30","31.35","30.75","30.75","-0.7000","3284"
"2634","漢翔","2973000","88437400","30.05","30.10","29.50","29.55","-0.5000","1594"
"2636","台驊投控","12915000","1020321200","78.80","79.90","75.00","79.90","7.2000","5877"
"2637","慧洋-KY","17692000","1320620100","71.50","77.70","71.50","74.40","3.6000","8903"
"2642","宅配通","325000","11295600","34.95","35.10","34.55","34.55","-0.4500","192"
"2701","萬企","874000","11539150","13.40","13.45","13.05","13.05","-0.3500","273"
"2702","華園","162000","2741650","17.20","17.20","16.75","16.75","-0.5000","111"
"2704","國賓","143000","4153800","29.20","29.25","28.90","29.10","-0.2000","81"
"2705","六福","480000","9610400","20.70","20.70","19.80","19.80","-0.8500","185"
"2706","第一店","387000","5744700","15.10","15.10","14.65","14.70","-0.4000","168"
"2707","晶華","904000","131343500","149.00","149.00","144.00","144.00","-5.5000","684"
"2712","遠雄來","43000","1570850","37.40","37.40","35.70","35.90","-1.5000","36"
"2722","夏都","77000","2324850","30.50","30.50","29.90","29.90","-1.3000","53"
"2723","美食-KY","1643000","294389000","186.50","186.50","176.00","178.00","-8.5000","1257"
"2727","王品","1496000","265364500","184.00","184.00","173.00","174.00","-13.0000","1231"
"2731","雄獅","950000","77553000","83.50","83.50","80.90","80.90","-3.3000","685"
"2739","寒舍","114000","2903250","25.90","26.05","25.20","25.90","-0.2000","61"
"2748","雲品","171000","7476750","44.40","44.40","43.25","43.55","-0.8500","120"
"2801","彰銀","11467000","203808650","17.90","17.90","17.65","17.65","-0.2500","2151"
"2809","京城銀","2040000","87553900","43.05","43.25","42.55","42.85","-0.4000","1045"
"2812","台中銀","12005000","142850300","11.90","11.95","11.85","11.95","0.0000","3615"
"2816","旺旺保","1265000","26825250","21.25","21.35","21.05","21.05","-0.0500","377"
"2820","華票","3866000","63294200","16.55","16.55","16.25","16.30","-0.2500","1192"
"2823","中壽","12628000","333105050","26.50","26.95","26.00","26.00","-0.5000","3226"
"2832","台產","1811000","41788850","23.20","23.35","22.90","23.10","-0.5500","424"
"2834","臺企銀","23395000","236805300","10.20","10.20","10.05","10.05","-0.1500","3822"
"2836","高雄銀","1249000","14672200","11.75","11.95","11.70","11.70","-0.1500","332"
"2836A","高雄銀甲特","18000","421200","23.40","23.40","23.40","23.40","-0.1000","13"
"2838","聯邦銀","2365000","28235050","11.95","12.10","11.85","11.85","-0.1500","570"
"2838A","聯邦銀甲特","61000","3239200","53.10","53.20","53.00","53.20","0.0000","45"
"2841","台開","2092000","14200020","6.90","6.95","6.66","6.88","-0.0700","565"
"2845","遠東銀","9531000","105593350","11.15","11.20","11.00","11.00","-0.1500","1239"
"2849","安泰銀","105000","1593000","15.15","15.25","15.10","15.15","-0.0500","42"
"2850","新產","279000","11465900","41.40","41.60","40.85","40.85","-0.7500","148"
"2851","中再保","492000","11858050","24.05","24.30","24.00","24.05","-0.1500","277"
"2852","第一保","1290000","17540700","13.70","13.70","13.50","13.65","-0.1500","315"
"2855","統一證","7931000","234712550","29.90","30.10","29.15","29.15","-0.7500","2807"
"2867","三商壽","10732000","110156000","10.30","10.40","10.15","10.30","0.0000","1845"
"2880","華南金","25936000","485188100","18.90","18.95","18.60","18.70","-0.3000","7943"
"2881","富邦金","104057000","7273262100","70.40","70.50","68.60","68.80","4.6000","31048"
"2881A","富邦特","1360000","84204700","62.00","62.00","61.80","61.90","-0.1000","262"
"2881B","富邦金乙特","107000","6637800","62.10","62.20","61.90","62.10","0.0000","35"
"2882","國泰金","72027000","3846707100","53.00","54.10","52.60","52.60","0.3000","22966"
"2882A","國泰特","388000","23919700","61.70","61.70","61.60","61.70","0.0000","65"
"2882B","國泰金乙特","23000","1424000","61.90","62.00","61.90","62.00","0.0000","17"
"2883","開發金","162577000","2124007200","13.15","13.30","12.90","13.00","-0.0500","24659"
"2884","玉山金","28730000","766773350","26.90","26.90","26.60","26.60","-0.3500","10135"
"2885","元大金","49705000","1279166800","25.90","26.10","25.50","25.50","-0.5000","12563"
"2886","兆豐金","20526000","668133550","32.50","32.70","32.45","32.45","-0.2000","6433"
"2887","台新金","108067000","1604814950","15.00","15.20","14.65","14.65","0.5500","22326"
"2887E","台新戊特","109000","5756700","52.90","52.90","52.70","52.80","-0.1000","56"
"2887F","台新戊特二","85000","4403100","51.70","51.90","51.70","51.90","0.0000","16"
"2888","新光金","109562000","1109928600","10.15","10.30","10.00","10.00","-0.1000","9753"
"2888A","新光金甲特","55000","2358650","42.85","42.90","42.85","42.85","-0.0500","21"
"2888B","新光金乙特","76000","3173300","41.75","41.80","41.75","41.75","0.0000","35"
"2889","國票金","13013000","229931000","17.75","17.95","17.40","17.40","-0.3000","3981"
"2890","永豐金","36613000","490101300","13.35","13.50","13.30","13.35","0.0500","6095"
"2891","中信金","50750000","1149359250","22.70","22.80","22.50","22.75","-0.0500","10218"
"2891B","中信金乙特","75000","4743900","63.00","63.50","63.00","63.50","0.0000","11"
"2891C","中信金丙特","28000","1712200","61.20","61.30","61.10","61.30","-0.2000","19"
"2892","第一金","37301000","834527650","22.50","22.60","22.10","22.40","-0.5000","10540"
"2897","王道銀行","6379000","47625620","7.56","7.58","7.40","7.40","-0.1600","1092"
"2897A","王道銀甲特","138000","1397550","10.15","10.20","10.10","10.10","-0.0500","26"
"2901","欣欣","65000","2156800","34.05","34.05","32.70","32.75","-1.8000","43"
"2903","遠百","1105000","27294350","25.00","25.00","24.50","24.50","-0.5000","470"
"2904","匯僑","1239000","36813850","30.75","30.75","29.35","29.65","-1.9000","706"
"2905","三商","2683000","61714050","23.50","23.50","22.80","22.80","-0.7000","745"
"2906","高林","2486000","40895800","16.80","16.80","16.05","16.35","-0.4000","564"
"2908","特力","85000","2204600","26.20","26.20","25.80","25.90","-0.2500","51"
"2910","統領","34000","1144950","34.05","34.10","33.40","33.40","-1.8500","27"
"2911","麗嬰房","1406000","12479800","9.16","9.16","8.60","8.77","-0.3900","632"
"2912","統一超","1031000","278975000","270.00","272.00","270.00","271.00","0.0000","776"
"2913","農林","20514000","456741800","23.70","23.70","21.50","22.05","-1.6500","6451"
"2915","潤泰全","3906000","336258700","85.20","87.30","85.20","85.50","0.3000","1877"
"2923","鼎固-KY","72000","2351750","34.00","34.00","32.25","32.75","-0.2500","33"
"2936","客思達-KY","72000","1815600","25.30","25.40","24.75","25.15","-1.0500","54"
"2939","凱羿-KY","95000","3425100","35.60","36.20","35.50","35.50","-0.6000","24"
"3002","歐格","582000","7699850","13.40","13.40","13.15","13.15","-0.3000","253"
"3003","健和興","4742000","352936100","76.00","76.60","72.20","74.20","-1.5000","3001"
"3004","豐達科","399000","23152700","59.80","59.80","56.40","56.50","-3.6000","307"
"3005","神基","2185000","124363900","57.50","58.00","56.20","56.20","-1.3000","1305"
"3006","晶豪科","26886000","4208068500","168.00","170.00","151.50","151.50","-16.5000","15697"
"3008","大立光","509000","1544550000","3135.00","3135.00","3005.00","3015.00","-95.0000","492"
"3010","華立","2145000","177460600","82.50","83.80","82.00","82.20","-0.2000","1467"
"3011","今皓","2160000","20986770","9.99","10.05","9.35","9.47","-0.5200","866"
"3013","晟銘電","1635000","24585100","15.80","15.80","14.60","14.70","-1.0000","730"
"3014","聯陽","5654000","663269000","120.00","120.50","115.50","117.00","-4.0000","3162"
"3015","全漢","4023000","204285800","52.80","52.80","49.65","49.95","-3.8500","2595"
"3016","嘉晶","3677000","280351500","79.00","79.00","74.30","74.40","-4.1000","2405"
"3017","奇鋐","12443000","874227000","70.80","72.20","68.00","68.10","-3.1000","6367"
"3018","同開","371000","6745800","18.80","18.80","18.00","18.05","-0.7500","253"
"3019","亞光","4608000","398523800","89.00","89.20","85.60","85.60","-3.1000","3091"
"3021","鴻名","984000","24135400","25.15","25.30","23.90","23.90","-1.7500","480"
"3022","威強電","1192000","68822100","59.60","59.80","56.80","57.10","-2.5000","754"
"3023","信邦","589000","153446000","258.00","268.00","255.00","257.50","-2.5000","513"
"3024","憶聲","13683000","221141600","16.45","17.45","15.25","16.20","-0.4000","5004"
"3025","星通","2280000","69824100","32.30","32.40","29.70","29.70","-3.2000","1369"
"3026","禾伸堂","2905000","377271000","135.00","135.00","128.00","128.50","-6.0000","2015"
"3027","盛達","4665000","129189550","29.50","29.50","27.00","27.10","-2.6500","1969"
"3028","增你強","1902000","56251550","29.65","29.80","29.35","29.55","-0.0500","926"
"3029","零壹","2317000","111727700","49.10","49.15","47.50","47.55","-1.5000","1445"
"3030","德律","3771000","236453700","65.00","65.80","61.20","61.80","-3.0000","2642"
"3031","佰鴻","2914000","59223000","21.20","21.40","19.80","19.90","-1.3000","1335"
"3032","偉訓","920000","42829150","47.20","47.20","46.05","46.05","-1.5000","512"
"3033","威健","39179000","993572500","25.40","26.20","24.60","25.25","0.7500","14552"
"3034","聯詠","13680000","8150695000","621.00","623.00","582.00","588.00","-36.0000","10760"
"3035","智原","34477000","2452257600","74.60","74.60","68.50","69.80","-4.7000","18842"
"3036","文曄","5095000","275045400","55.50","55.50","53.40","54.00","-0.9000","2782"
"3036A","文曄甲特","355000","16855100","47.55","47.55","47.40","47.40","-0.2000","145"
"3037","欣興","46938000","5303704500","116.50","119.00","108.50","109.50","-5.5000","22040"
"3038","全台","25126000","620958900","26.00","26.30","23.60","23.75","-1.8500","8997"
"3040","遠見","449000","22728600","51.00","51.00","50.30","50.50","-0.2000","306"
"3041","揚智","22431000","730669350","34.90","34.90","31.50","31.50","-3.5000","8949"
"3042","晶技","14461000","1723269500","127.00","127.00","115.00","116.00","-11.5000","7928"
"3043","科風","303000","1447970","4.91","4.91","4.69","4.70","-0.2700","92"
"3044","健鼎","1581000","217285000","138.50","139.50","136.50","136.50","-2.5000","1049"
"3045","台灣大","2879000","286909700","100.00","100.50","99.30","99.80","-0.2000","1481"
"3046","建碁","1708000","51077100","32.05","32.05","29.30","29.30","-3.2500","1036"
"3047","訊舟","3653000","50483050","14.35","14.45","13.50","13.60","-0.7500","1321"
"3048","益登","3956000","145982550","37.65","37.80","36.35","36.40","-1.2000","2073"
"3049","和鑫","19492000","268635200","14.40","14.40","13.50","13.55","-1.0000","5829"
"3050","鈺德","1987000","33921100","17.65","17.65","16.65","16.70","-0.9500","902"
"3051","力特","1324000","12689170","9.99","9.99","9.45","9.59","-0.2000","340"
"3052","夆典","2722000","38678300","14.65","14.65","13.85","13.90","-0.7500","1095"
"3054","立萬利","76000","1689650","22.90","22.90","22.00","22.30","-0.5000","45"
"3055","蔚華科","287000","9179450","32.55","32.60","31.55","31.60","-0.9000","169"
"3056","總太","1847000","74265550","40.70","40.70","40.00","40.15","-0.6000","737"
"3057","喬鼎","2252000","39950550","17.65","18.40","17.30","17.80","-0.1500","1013"
"3058","立德","8376000","156707450","19.95","19.95","18.10","18.10","-1.8000","3107"
"3059","華晶科","12348000","488338250","41.90","42.00","38.20","38.40","-3.9500","6451"
"3060","銘異","4915000","168009600","33.80","35.20","32.80","32.80","-1.0000","1809"
"3062","建漢","6225000","120431850","20.10","20.25","18.90","19.00","-1.3000","2403"
"3090","日電貿","4127000","244441100","61.20","61.20","58.40","58.60","-2.6000","2472"
"3094","聯傑","3480000","129880550","39.30","39.50","36.00","36.45","-3.0500","2084"
"3130","一零四","14000","2317500","168.00","168.00","165.00","165.00","-4.0000","14"
"3138","耀登","649000","134905500","214.50","214.50","204.00","204.00","-1.0000","516"
"3149","正達","5524000","215052550","40.50","40.50","37.80","37.80","-2.7000","2809"
"3164","景岳","181000","4404100","24.05","24.50","24.05","24.15","0.1000","119"
"3167","大量","367000","25551300","70.40","71.80","68.00","68.10","-2.3000","285"
"3189","景碩","10375000","1052533200","104.50","105.50","99.90","102.00","-3.5000","5464"
"3209","全科","2389000","69048350","29.45","29.45","28.50","28.55","-0.8500","1090"
"3229","晟鈦","234000","1793220","7.54","7.90","7.16","7.20","-0.3400","56"
"3231","緯創","28272000","899318150","32.35","32.35","31.60","31.65","-1.0500","11450"
"3257","虹冠電","794000","65035900","83.50","83.50","81.20","81.30","-2.2000","553"
"3266","昇陽","120000","1611750","13.50","13.55","13.30","13.55","-0.0500","65"
"3296","勝德","425000","9826400","23.65","23.65","22.90","23.05","-0.7500","191"
"3305","昇貿","3883000","188114750","49.95","50.50","45.80","46.10","-3.0000","2373"
"3308","聯德","830000","8679900","11.50","11.50","10.35","10.40","-1.1000","393"
"3311","閎暉","697000","27846450","41.40","41.50","38.80","39.20","-3.0000","411"
"3312","弘憶股","5676000","131461000","24.75","24.75","22.60","22.60","-2.2500","2529"
"3321","同泰","2751000","40468350","15.00","15.25","14.25","14.50","-1.0000","1113"
"3338","泰碩","768000","45432600","61.10","61.10","58.50","58.50","-2.6000","576"
"3346","麗清","2519000","131290800","55.00","55.00","51.00","51.10","-3.5000","1497"
"3356","奇偶","2164000","68405000","33.30","33.30","30.50","30.75","-2.6500","1232"
"3376","新日興","2454000","284360000","121.00","121.50","114.00","115.50","-5.0000","1706"
"3380","明泰","8844000","310061200","34.80","35.80","34.10","34.40","-0.6000","4513"
"3383","新世紀","372000","2094360","5.63","5.63","5.63","5.63","0.5100","92"
"3406","玉晶光","4811000","2522999000","547.00","548.00","510.00","510.00","-40.0000","3980"
"3413","京鼎","2939000","671317500","239.50","239.50","223.00","225.00","-14.5000","2368"
"3416","融程電","380000","30001800","79.50","79.60","78.50","78.90","-0.8000","152"
"3419","譁裕","3280000","73798650","23.55","23.55","21.65","21.65","-1.9000","1436"
"3432","台端","415000","6053700","15.20","15.20","14.30","14.55","-0.6500","181"
"3437","榮創","5734000","189021450","35.15","35.15","31.85","32.20","-2.9500","3076"
"3443","創意","2554000","1005077000","403.50","405.00","387.00","387.00","-15.5000","2137"
"3450","聯鈞","1465000","90819900","63.20","63.20","61.20","61.20","-2.5000","991"
"3454","晶睿","272000","21879500","82.50","82.50","79.60","79.70","-3.4000","216"
"3481","群創","620176000","17284399550","28.35","28.95","27.10","27.10","-3.0000","161534"
"3494","誠研","1059000","5204290","5.01","5.05","4.80","4.80","-0.2100","291"
"3501","維熹","474000","25448800","54.60","54.60","53.20","53.60","-1.0000","321"
"3504","揚明光","1522000","124016600","84.00","84.80","79.70","79.70","-5.5000","1017"
"3515","華擎","6100000","1075889500","177.50","183.50","168.00","169.00","-1.5000","4442"
"3518","柏騰","353000","10361100","30.05","30.25","29.00","29.00","-1.3000","213"
"3528","安馳","102000","4755500","47.20","47.20","46.40","46.55","-0.6500","65"
"3530","晶相光","6446000","793453500","133.00","133.00","121.00","121.00","-13.0000","3971"
"3532","台勝科","4048000","760330000","192.50","196.00","180.50","183.00","-9.0000","3078"
"3533","嘉澤","1344000","730636000","546.00","557.00","530.00","536.00","-7.0000","1224"
"3535","晶彩科","1101000","20901850","19.45","19.45","18.80","18.80","-0.6500","538"
"3536","誠創","1248000","14664000","11.75","11.75","11.75","11.75","1.0500","274"
"3543","州巧","321000","9397100","29.80","29.80","29.00","29.15","-0.6500","124"
"3545","敦泰","28591000","5404929500","200.00","202.00","179.50","179.50","-19.5000","17543"
"3550","聯穎","2990000","61799050","21.85","22.00","20.15","20.15","-1.6000","1193"
"3557","嘉威","392000","33725000","87.20","88.00","85.10","85.50","-2.3000","272"
"3563","牧德","272000","75529000","281.50","282.50","275.00","275.00","-6.5000","254"
"3576","聯合再生","36709000","528654750","14.35","14.70","14.00","14.00","-0.2500","10198"
"3583","辛耘","1348000","93831300","71.30","71.40","67.70","67.80","-3.3000","918"
"3588","通嘉","1732000","136499000","82.80","82.80","76.30","76.30","-6.3000","1151"
"3591","艾笛森","1327000","27684100","21.85","21.85","20.50","20.50","-1.2500","560"
"3593","力銘","270000","4552550","17.75","17.75","16.60","16.65","-1.1000","137"
"3596","智易","3324000","365084000","113.00","113.00","108.00","108.00","-5.0000","1807"
"3605","宏致","3522000","152489100","44.95","44.95","42.10","42.15","-2.8000","1744"
"3607","谷崧","3141000","55507350","18.65","18.65","17.20","17.35","-1.3000","1476"
"3617","碩天","100000","8599500","87.00","87.00","85.60","85.60","-1.4000","82"
"3622","洋華","3846000","151504900","42.00","42.00","37.80","38.30","-3.7000","2278"
"3645","達邁","1131000","62091200","56.90","56.90","53.50","53.60","-2.9000","740"
"3653","健策","1608000","401899500","256.50","257.00","245.00","245.00","-11.5000","1269"
"3661","世芯-KY","812000","372653000","488.00","488.00","447.50","447.50","-49.5000","618"
"3665","貿聯-KY","737000","192263000","260.50","265.50","258.00","258.00","-3.0000","592"
"3669","圓展","1748000","152016500","89.20","89.60","84.30","85.50","-3.5000","1233"
"3673","TPK-KY","22667000","1242855000","54.00","57.50","52.50","54.30","0.1000","10305"
"3679","新至陞","1349000","200899000","151.50","154.00","145.00","145.50","1.0000","1082"
"3682","亞太電","12403000","122472710","10.05","10.05","9.76","9.76","-0.2900","3254"
"3686","達能","1944000","34645200","18.10","18.35","17.25","17.25","-0.8000","948"
"3694","海華","1750000","52335400","31.00","31.25","29.40","29.50","-1.7500","970"
"3701","大眾控","12000","177450","14.85","14.85","14.70","14.85","-0.0500","7"
"3702","大聯大","4874000","247731300","51.50","51.90","50.20","50.30","-1.2000","2402"
"3702A","大聯大甲特","266000","13339000","50.20","50.20","50.00","50.10","-0.1000","72"
"3703","欣陸","5169000","147172700","28.80","29.45","27.85","27.85","-1.0500","2489"
"3704","合勤控","11589000","425409950","38.20","38.30","35.80","35.85","-2.5500","5759"
"3705","永信","945000","42900350","44.90","45.70","44.90","45.30","0.5000","537"
"3706","神達","10347000","310893200","30.60","30.75","29.75","29.75","-0.8500","4226"
"3708","上緯投控","1830000","261153500","143.50","147.00","138.50","138.50","-4.5000","1314"
"3711","日月光投控","27703000","3144894000","117.00","118.00","111.50","112.50","-5.5000","12005"
"3712","永崴投控","1949000","59235150","31.70","31.70","29.80","29.90","-1.8000","946"
"3714","富采","11603000","915363200","81.00","81.10","77.50","77.90","-2.9000","6193"
"4104","佳醫","567000","33425600","59.00","59.50","58.60","58.60","-0.4000","335"
"4106","雃博","1255000","43674000","34.80","34.80","34.80","34.80","3.1500","578"
"4108","懷特","1314000","36198800","27.40","27.85","27.25","27.30","0.1000","729"
"4119","旭富","618000","56125200","90.70","92.10","90.20","90.20","-0.3000","460"
"4133","亞諾法","3277000","177093800","54.50","55.30","52.60","52.60","0.6000","2153"
"4137","麗豐-KY","422000","86384000","209.50","209.50","202.00","202.00","-8.5000","357"
"4141","龍燈-KY","572000","8192700","14.00","14.80","13.85","14.50","0.7500","299"
"4142","國光生","17524000","976973000","55.00","57.40","54.40","54.40","1.0000","9445"
"4148","全宇生技-KY","70000","2657800","37.85","38.80","37.60","38.80","0.3000","34"
"4155","訊映","270000","7138450","26.60","26.75","26.20","26.20","-0.4000","163"
"4164","承業醫","642000","24495650","38.70","39.00","37.60","37.70","-1.0000","386"
"4190","佐登-KY","277000","25481100","94.80","94.80","90.10","90.10","-4.2000","209"
"4306","炎洲","10028000","187643400","19.00","19.05","18.50","18.70","-0.3500","3417"
"4414","如興","83406000","957536150","11.15","11.75","10.90","11.30","0.2000","8195"
"4426","利勤","608000","16738650","28.20","28.20","27.25","27.35","-0.5000","344"
"4438","廣越","237000","30618000","131.00","132.00","127.00","128.00","-3.0000","172"
"4439","冠星-KY","56000","8937500","162.00","162.00","157.00","157.50","-5.5000","50"
"4526","東台","1086000","20284950","18.80","19.10","18.30","18.35","-0.4500","485"
"4532","瑞智","4348000","102553450","24.60","24.60","23.20","23.35","-1.3500","1797"
"4536","拓凱","463000","81327000","174.50","178.00","173.00","175.50","-0.5000","334"
"4540","全球傳動","1054000","62320600","60.70","60.70","58.50","58.80","-1.9000","622"
"4545","銘鈺","1507000","52254000","36.75","37.40","33.10","33.10","-3.6500","875"
"4551","智伸科","502000","87828000","178.50","178.50","173.00","173.00","-5.5000","408"
"4552","力達-KY","214000","7352500","34.70","34.70","34.00","34.40","-0.4000","124"
"4555","氣立","288000","15160800","54.40","54.70","52.00","52.00","-2.6000","229"
"4557","永新-KY","24000","1573200","66.20","66.30","65.20","65.30","-1.0000","22"
"4560","強信-KY","188000","8391400","44.90","45.10","44.10","44.30","-0.9500","90"
"4562","穎漢","104000","2522750","25.40","25.45","23.50","23.85","-1.1500","92"
"4564","元翎","27232000","1403269950","52.00","54.00","49.30","50.30","0.2000","13542"
"4566","時碩工業","505000","27353600","55.80","56.00","52.50","52.90","-3.8000","335"
"4571","鈞興-KY","175000","24252500","142.00","143.00","136.00","136.00","-7.0000","131"
"4572","駐龍","95000","8756100","93.70","94.70","91.30","91.30","-2.4000","74"
"4576","大銀微系統","703000","93901500","140.00","140.00","130.00","133.00","-8.5000","613"
"4581","光隆精密-KY","52000","2004550","39.10","39.15","38.25","38.25","-0.8000","38"
"4720","德淵","1434000","25877600","18.40","18.60","17.65","17.70","-0.6500","738"
"4722","國精化","1307000","49303300","38.20","38.60","36.90","36.90","-1.3500","448"
"4737","華廣","376000","30755500","81.00","83.30","80.40","80.70","0.4000","288"
"4739","康普","2600000","220628300","87.50","88.10","81.90","82.00","-4.9000","1648"
"4746","台耀","5579000","334047800","58.50","61.50","58.50","58.80","1.0000","3382"
"4755","三福化","127000","8715800","69.10","69.40","68.10","68.20","-0.6000","98"
"4763","材料-KY","160000","21069500","132.50","133.00","130.50","131.00","-2.0000","137"
"4764","雙鍵","7000","436200","62.00","62.90","62.00","62.50","-0.5000","7"
"4766","南寶","101000","15972000","160.50","160.50","157.00","157.00","-3.5000","89"
"4807","日成-KY","46000","1102550","24.30","24.30","23.70","24.15","-0.5500","34"
"4904","遠傳","4220000","271951500","64.80","65.10","64.10","64.40","-0.7000","1921"
"4906","正文","7417000","248845350","34.55","34.55","33.05","33.10","-1.4500","3180"
"4912","聯德控股-KY","2748000","560349500","218.00","218.00","196.50","196.50","-21.5000","1713"
"4915","致伸","2498000","151688400","61.30","61.60","59.90","59.90","-1.0000","1652"
